{'test_mse_loss': 101.19804382324219, 'test_mae_loss': 4.72590446472168, 'test_mape_loss': 0.8754899501800537, 'test_ccc_loss': 0.4476815164656318, 'test_rsquare_loss': -0.1969386305303551, 'test_pcc_loss': 0.4476814970205306}
{'test_mse_loss': 101.19804382324219, 'test_mae_loss': 4.72590446472168, 'test_mape_loss': 0.8754899501800537, 'test_ccc_loss': 0.4476815164656318, 'test_rsquare_loss': -0.1969386305303551, 'test_pcc_loss': 0.4476814970205306}
{'test_mse_loss': 102.01363372802734, 'test_mae_loss': 4.79966926574707, 'test_mape_loss': 0.8799546957015991, 'test_ccc_loss': 0.47328413885425213, 'test_rsquare_loss': -0.21326495936898038, 'test_pcc_loss': 0.4732841547558407}
{'test_mse_loss': 102.01363372802734, 'test_mae_loss': 4.79966926574707, 'test_mape_loss': 0.8799546957015991, 'test_ccc_loss': 0.47328413885425213, 'test_rsquare_loss': -0.21326495936898038, 'test_pcc_loss': 0.4732841547558407}
{'test_mse_loss': 99.79423522949219, 'test_mae_loss': 4.6454620361328125, 'test_mape_loss': 0.8477739095687866, 'test_ccc_loss': 0.4444975976807702, 'test_rsquare_loss': -0.18373842219269254, 'test_pcc_loss': 0.4444975707064152}
{'test_mse_loss': 99.79423522949219, 'test_mae_loss': 4.6454620361328125, 'test_mape_loss': 0.8477739095687866, 'test_ccc_loss': 0.4444975976807702, 'test_rsquare_loss': -0.18373842219269254, 'test_pcc_loss': 0.4444975707064152}
{'test_mse_loss': 100.88397216796875, 'test_mae_loss': 4.868348121643066, 'test_mape_loss': 0.8881257772445679, 'test_ccc_loss': 0.4185311925194392, 'test_rsquare_loss': -0.2672644223789886, 'test_pcc_loss': 0.41853119719715665}
{'test_mse_loss': 100.88397216796875, 'test_mae_loss': 4.868348121643066, 'test_mape_loss': 0.8881257772445679, 'test_ccc_loss': 0.4185311925194392, 'test_rsquare_loss': -0.2672644223789886, 'test_pcc_loss': 0.41853119719715665}
{'test_mse_loss': 98.83488464355469, 'test_mae_loss': 4.821720123291016, 'test_mape_loss': 0.8817304372787476, 'test_ccc_loss': 0.43121465542908066, 'test_rsquare_loss': -0.2448468591178603, 'test_pcc_loss': 0.4312146733738358}
{'test_mse_loss': 98.83488464355469, 'test_mae_loss': 4.821720123291016, 'test_mape_loss': 0.8817304372787476, 'test_ccc_loss': 0.43121465542908066, 'test_rsquare_loss': -0.2448468591178603, 'test_pcc_loss': 0.4312146733738358}
{'test_mse_loss': 96.25144958496094, 'test_mae_loss': 4.80006217956543, 'test_mape_loss': 0.8858200311660767, 'test_ccc_loss': 0.40431098200219334, 'test_rsquare_loss': -0.21944680667386485, 'test_pcc_loss': 0.4043109585622333}
{'test_mse_loss': 96.25144958496094, 'test_mae_loss': 4.80006217956543, 'test_mape_loss': 0.8858200311660767, 'test_ccc_loss': 0.40431098200219334, 'test_rsquare_loss': -0.21944680667386485, 'test_pcc_loss': 0.4043109585622333}
{'test_mse_loss': 100.65641784667969, 'test_mae_loss': 4.884648323059082, 'test_mape_loss': 0.8976132869720459, 'test_ccc_loss': 0.3919191687756602, 'test_rsquare_loss': -0.2649490111976084, 'test_pcc_loss': 0.39191920022017107}
{'test_mse_loss': 100.65641784667969, 'test_mae_loss': 4.884648323059082, 'test_mape_loss': 0.8976132869720459, 'test_ccc_loss': 0.3919191687756602, 'test_rsquare_loss': -0.2649490111976084, 'test_pcc_loss': 0.39191920022017107}
{'test_mse_loss': 98.70979309082031, 'test_mae_loss': 4.795261859893799, 'test_mape_loss': 0.87645423412323, 'test_ccc_loss': 0.4260686615652216, 'test_rsquare_loss': -0.24113900265516164, 'test_pcc_loss': 0.426068706265972}
{'test_mse_loss': 98.70979309082031, 'test_mae_loss': 4.795261859893799, 'test_mape_loss': 0.87645423412323, 'test_ccc_loss': 0.4260686615652216, 'test_rsquare_loss': -0.24113900265516164, 'test_pcc_loss': 0.426068706265972}
{'test_mse_loss': 98.70979309082031, 'test_mae_loss': 4.795261859893799, 'test_mape_loss': 0.87645423412323, 'test_ccc_loss': 0.4260686615652216, 'test_rsquare_loss': -0.24113900265516164, 'test_pcc_loss': 0.426068706265972}
{'test_mse_loss': 98.70979309082031, 'test_mae_loss': 4.795261859893799, 'test_mape_loss': 0.87645423412323, 'test_ccc_loss': 0.4260686615652216, 'test_rsquare_loss': -0.24113900265516164, 'test_pcc_loss': 0.426068706265972}
